phenotype ,taxonomy rank level ,NCBI taxon id ,scientific name ,super kingdom ,Nr. runs in which the species/genus can be found ,mean relative abundance ,median relative abundance ,SD of relative abundance
D006262 ,species ,279369 ,Sphingopyxis baekryungensis ,Bacteria ,3 ,0.00164537233333333 ,0.000492662 ,0.00228790812850655 ,
D006262 ,species ,279446 ,Aquibacillus koreensis ,Bacteria ,84 ,0.00547848048809524 ,0.00205782 ,0.012594722372553 ,
D006262 ,species ,279572 ,Agromyces italicus ,Bacteria ,8 ,0.00193054175 ,0.0009543275 ,0.00199192875107418 ,
D006262 ,species ,279832 ,Suttonella ornithocola ,Bacteria ,172 ,0.00244933421337209 ,0.00137657 ,0.00238593568411052 ,
D006262 ,species ,280093 ,Flavobacterium granuli ,Bacteria ,18 ,0.00247032955555556 ,0.00149322 ,0.00312426317699187 ,
D006262 ,species ,280237 ,Nocardiopsis rosea ,Bacteria ,8 ,0.001039735625 ,0.000417904 ,0.00102286245271855 ,
D006262 ,species ,280239 ,Nocardiopsis chromatogenes ,Bacteria ,2 ,0.005076705 ,0.005076705 ,0.00423860310739871 ,
D006262 ,species ,280473 ,Aquiflexum balticum ,Bacteria ,59 ,0.00368056370338983 ,0.00380141 ,0.00182178955340352 ,
D006262 ,species ,281120 ,Candidatus Amoebophilus asiaticus ,Bacteria ,99 ,0.00209169403030303 ,0.00160675 ,0.00171150072188168 ,
D006262 ,species ,281186 ,Nonomuraea kuesteri ,Bacteria ,1 ,0.000749502 ,0.000749502 , ,
D006262 ,species ,281362 ,Dechloromonas denitrificans ,Bacteria ,23 ,0.00139713733478261 ,0.00084768 ,0.00123013512909684 ,
D006262 ,species ,281473 ,Jiangella gansuensis ,Bacteria ,74 ,0.00182950946891892 ,0.001440235 ,0.00136917852610848 ,
D006262 ,species ,281714 ,Nocardioides alkalitolerans ,Bacteria ,13 ,0.00522839961538462 ,0.00202294 ,0.00819847285890892 ,
D006262 ,species ,281738 ,Psychrobacter nivimaris ,Bacteria ,38 ,0.00139273017105263 ,0.000838863 ,0.00133925183351931 ,
D006262 ,species ,281920 ,Porphyromonas uenonis ,Bacteria ,1100 ,0.0360543157679091 ,0.004753945 ,0.216294369762389 ,
D006262 ,species ,282125 ,Sutterella sanguinus ,Bacteria ,722 ,0.0252553630470914 ,0.005263585 ,0.108995268231622 ,
D006262 ,species ,282402 ,Prevotella multiformis ,Bacteria ,694 ,0.022695870901585 ,0.006240395 ,0.0442993668073665 ,
D006262 ,species ,282685 ,Nocardia jiangxiensis ,Bacteria ,5 ,1.2513123022 ,0.00133381 ,2.79452479143427 ,
D006262 ,species ,283686 ,Kosakonia radicincitans ,Bacteria ,1 ,0.00579 ,0.00579 , ,
D006262 ,species ,283734 ,Staphylococcus pseudintermedius ,Bacteria ,296 ,0.0125606477635135 ,0.002819315 ,0.0695737879405899 ,
D006262 ,species ,283736 ,Leeuwenhoekiella aequorea ,Bacteria ,1 ,0.000222827 ,0.000222827 , ,
D006262 ,species ,283737 ,Fructobacillus durionis ,Bacteria ,14 ,0.00112810771428571 ,0.000650996 ,0.00122655968978838 ,
D006262 ,species ,283786 ,Bizionia paragorgiae ,Bacteria ,2 ,0.000330239 ,0.000330239 ,0.000148797894178648 ,
D006262 ,species ,283811 ,Stackebrandtia nassauensis ,Bacteria ,2 ,0.01307165 ,0.01307165 ,0.01666714322867 ,
D006262 ,species ,283878 ,Leucobacter aridicollis ,Bacteria ,57 ,0.0562279618947368 ,0.0107003 ,0.128286712160681 ,
D006262 ,species ,284016 ,Phenylobacterium zucineum ,Bacteria ,95 ,0.0200671620947368 ,0.00230266 ,0.0735267056441033 ,
D006262 ,species ,284028 ,Streptomyces fulvorobeus ,Bacteria ,1 ,0.00209455 ,0.00209455 , ,
D006262 ,species ,284036 ,Streptomyces mutomycini ,Bacteria ,1 ,0.00143738 ,0.00143738 , ,
D006262 ,species ,284041 ,Streptomyces viridobrunneus ,Bacteria ,9 ,0.00115861977777778 ,0.00120351 ,0.000467887192406668 ,
D006262 ,species ,284042 ,Streptomyces violaceorubidus ,Bacteria ,93 ,0.0108408993301075 ,0.00252379 ,0.0461066074507395 ,
D006262 ,species ,284044 ,Streptomyces glaucosporus ,Bacteria ,9 ,0.00164928533333333 ,0.00106766 ,0.00124112892864269 ,
D006262 ,species ,284579 ,Bacillus salarius ,Bacteria ,18 ,0.00598731266666667 ,0.002966835 ,0.00759363378283404 ,
D006262 ,species ,284581 ,Bacillus koreensis ,Bacteria ,63 ,0.0113567448174603 ,0.00196279 ,0.0418674241001354 ,
D006262 ,species ,285091 ,Alcanivorax dieselolei ,Bacteria ,64 ,0.003574175765625 ,0.00363352 ,0.00247713065696263 ,
D006262 ,species ,285106 ,Tepidimicrobium ferriphilum ,Bacteria ,56 ,0.00225110003571429 ,0.0009924985 ,0.0034288966700447 ,
D006262 ,species ,285109 ,Thioclava pacifica ,Bacteria ,4 ,0.009534296625 ,0.0013996275 ,0.0171767911231393 ,
D006262 ,species ,285110 ,Carboxydocella sporoproducens ,Bacteria ,80 ,0.0043728769375 ,0.00121384 ,0.0105738011820483 ,
D006262 ,species ,285268 ,Acetobacter nitrogenifigens ,Bacteria ,11 ,0.00172575860909091 ,0.000575218 ,0.00227416685655095 ,
D006262 ,species ,285463 ,Streptomyces castaneus ,Bacteria ,1 ,0.00267946 ,0.00267946 , ,
D006262 ,species ,285486 ,Streptomyces setonensis ,Bacteria ,5 ,0.010194566 ,0.00166269 ,0.019428652618551 ,
D006262 ,species ,285528 ,Streptomyces mucoflavus ,Bacteria ,11 ,0.00380776609090909 ,0.00309148 ,0.00261418466266446 ,
D006262 ,species ,285535 ,Streptomyces fulvoviolaceus ,Bacteria ,33 ,0.0023671311969697 ,0.000948795 ,0.00564694060261347 ,
D006262 ,species ,285541 ,Streptomyces thermoatroviridis ,Bacteria ,10 ,0.0009769012 ,0.0007254705 ,0.000925542732516297 ,
D006262 ,species ,285548 ,Streptomyces geldanamycininus ,Bacteria ,2 ,0.00284907 ,0.00284907 ,0.00128021682733824 ,
D006262 ,species ,285558 ,Streptomyces carpaticus ,Bacteria ,6 ,0.00172717466666667 ,0.001468645 ,0.000969810571807643 ,
D006262 ,species ,286420 ,Hahella ganghwensis ,Bacteria ,8 ,0.002914159375 ,0.0023290135 ,0.00322652096332992 ,
D006262 ,species ,286727 ,Azospirillum oryzae ,Bacteria ,4 ,0.00090609475 ,0.0009445755 ,0.00029302956304484 ,
D006262 ,species ,286730 ,Alkaliflexus imshenetskii ,Bacteria ,125 ,0.01037827904 ,0.00256397 ,0.0236272676164893 ,
D006262 ,species ,286802 ,Segniliparus rotundus ,Bacteria ,52 ,0.00267863642307692 ,0.002288285 ,0.00227802538423578 ,
D006262 ,species ,286804 ,Segniliparus rugosus ,Bacteria ,10 ,0.001470576 ,0.001005245 ,0.00116460786432239 ,
D006262 ,species ,287098 ,Loktanella rosea ,Bacteria ,11 ,0.00830427236363636 ,0.000821409 ,0.0214070324937111 ,
D006262 ,species ,287478 ,Hellea balneolensis ,Bacteria ,48 ,0.000945064583333333 ,0.0006939435 ,0.000614349382750524 ,
D006262 ,species ,287487 ,Haliea salexigens ,Bacteria ,2 ,0.000857917 ,0.000857917 ,0.000260162969574842 ,
D006262 ,species ,287535 ,Balneola vulgaris ,Bacteria ,39 ,0.00132791828205128 ,0.000983197 ,0.00102595869033638 ,
D006262 ,species ,287844 ,Lactobacillus concavus ,Bacteria ,48 ,0.00425608339583333 ,0.00301817 ,0.00458317148042364 ,
D006262 ,species ,287930 ,Yaniella flava ,Bacteria ,4 ,0.001148486 ,0.001272935 ,0.000478149307975379 ,
D006262 ,species ,287990 ,Marinitoga hydrogenitolerans ,Bacteria ,9 ,0.00117460788888889 ,0.000683443 ,0.000878708147912526 ,
D006262 ,species ,288000 ,Bradyrhizobium sp. BTAi1 ,Bacteria ,12 ,0.00216167983333333 ,0.00169634 ,0.00173106906172567 ,
D006262 ,species ,288022 ,Kordiimonas gwangyangensis ,Bacteria ,9 ,0.00120069711111111 ,0.000821558 ,0.00152669786425757 ,
D006262 ,species ,288426 ,Paracoccus marinus ,Bacteria ,5 ,0.002612684 ,0.00205907 ,0.00181281637874055 ,
D006262 ,species ,288768 ,Bordetella ansorpii ,Bacteria ,41 ,0.00122051495121951 ,0.00105709 ,0.00107175988973401 ,
D006262 ,species ,288769 ,Tepidimonas arfidensis ,Bacteria ,30 ,0.0157627535333333 ,0.00277412 ,0.0672072443792781 ,
D006262 ,species ,288965 ,[Clostridium] clariflavum ,Bacteria ,5073 ,0.0969447342231421 ,0.030079 ,0.236672199549785 ,
D006262 ,species ,288992 ,Pedobacter caeni ,Bacteria ,7 ,0.00167153285714286 ,0.00157963 ,0.000410512254535488 ,
D006262 ,species ,288995 ,Devosia limi ,Bacteria ,35 ,0.00344575514285714 ,0.00157741 ,0.00560617118308362 ,
D006262 ,species ,290052 ,Acetivibrio ethanolgignens ,Bacteria ,108 ,0.00271330962037037 ,0.001450045 ,0.00451416253963035 ,
D006262 ,species ,290053 ,Bacteroides helcogenes ,Bacteria ,2129 ,0.0286465833630813 ,0.0061565 ,0.383001776928943 ,
D006262 ,species ,290055 ,[Eubacterium] fissicatena ,Bacteria ,1731 ,0.00837225635932987 ,0.00344045 ,0.0321907241471872 ,
D006262 ,species ,290109 ,Xenorhabdus innexi ,Bacteria ,282 ,0.00455021708049645 ,0.00391594 ,0.0034078469787182 ,
D006262 ,species ,290111 ,Xenorhabdus ehlersii ,Bacteria ,12 ,0.0034124505 ,0.0004394865 ,0.00579843693799428 ,
D006262 ,species ,290112 ,Xenorhabdus szentirmaii ,Bacteria ,200 ,0.002794980356 ,0.00167921 ,0.00549769007292292 ,
D006262 ,species ,290306 ,Paracoccus koreensis ,Bacteria ,46 ,0.00910283080434783 ,0.00208128 ,0.0286439820128335 ,
D006262 ,species ,290309 ,Comamonas granuli ,Bacteria ,80 ,0.03428601135 ,0.0024143 ,0.254807761510457 ,
D006262 ,species ,290335 ,Tetragenococcus koreensis ,Bacteria ,14 ,0.00222755435714286 ,0.001066745 ,0.00425021438397099 ,
D006262 ,species ,290399 ,Arthrobacter sp. FB24 ,Bacteria ,45 ,0.0209400825111111 ,0.00305418 ,0.112606727325062 ,
D006262 ,species ,290400 ,Jannaschia sp. CCS1 ,Bacteria ,85 ,0.0409541972 ,0.00221803 ,0.162031811018226 ,
D006262 ,species ,290588 ,Bacillus oshimensis ,Bacteria ,264 ,0.0642993179992424 ,0.004159625 ,0.346652245925768 ,
D006262 ,species ,290589 ,Alkalibacterium iburiense ,Bacteria ,18 ,0.00215620859444444 ,0.001944895 ,0.00170046474254173 ,
D006262 ,species ,290732 ,Aminiphilus circumscriptus ,Bacteria ,40 ,0.0013089773 ,0.00120636 ,0.000559591604686077 ,
D006262 ,species ,291045 ,Arthrobacter psychrochitiniphilus ,Bacteria ,1 ,0.000995718 ,0.000995718 , ,
D006262 ,species ,291112 ,Photorhabdus asymbiotica ,Bacteria ,70 ,0.00237651087142857 ,0.00159331 ,0.00325833471669845 ,
D006262 ,species ,291644 ,Bacteroides salyersiae ,Bacteria ,4139 ,0.385562364840783 ,0.0161577 ,1.0005485737954 ,
D006262 ,species ,291645 ,Bacteroides nordii ,Bacteria ,5927 ,0.0839371974297284 ,0.0177772 ,0.585843011238659 ,
D006262 ,species ,291990 ,Thermosediminibacter oceani ,Bacteria ,372 ,0.0158795719462366 ,0.002192285 ,0.0634185764747534 ,
D006262 ,species ,292222 ,Altererythrobacter troitsensis ,Bacteria ,7 ,0.00162255485714286 ,0.00168492 ,0.000862838478576268 ,
D006262 ,species ,292566 ,Dactylococcopsis salina ,Bacteria ,18 ,0.00136285844444444 ,0.001049848 ,0.000990280097280338 ,
D006262 ,species ,292800 ,Flavonifractor plautii ,Bacteria ,2419 ,0.15630722554692 ,0.03017 ,1.97663362235287 ,
D006262 ,species ,293050 ,Rhodococcus kroppenstedtii ,Bacteria ,82 ,0.00368340675609756 ,0.003848995 ,0.00221914510592665 ,
D006262 ,species ,293075 ,Leptospira terpstrae ,Bacteria ,4 ,0.00317618825 ,0.0038754 ,0.00205292834386531 ,
D006262 ,species ,293089 ,Martelella mediterranea ,Bacteria ,15 ,0.00162649953333333 ,0.000904012 ,0.0021739195737254 ,
D006262 ,species ,293256 ,Desulfovibrio alkalitolerans ,Bacteria ,160 ,0.00361891338125 ,0.001499505 ,0.0192640278968116 ,
D006262 ,species ,293371 ,Lactobacillus oligofermentans ,Bacteria ,49 ,0.00525996579591837 ,0.00104042 ,0.0217861644581752 ,
D006262 ,species ,293552 ,Marinomonas polaris ,Bacteria ,63 ,0.0356121919365079 ,0.00200413 ,0.18380443440889 ,
D006262 ,species ,293647 ,Byssovorax cruenta ,Bacteria ,2 ,0.001103124 ,0.001103124 ,0.00121575131631103 ,
D006262 ,species ,293762 ,Symploca atlantica ,Bacteria ,2 ,0.0002827585 ,0.0002827585 ,0.000126527566105177 ,
D006262 ,species ,293890 ,Agromyces subbeticus ,Bacteria ,39 ,0.00169663498717949 ,0.00142474 ,0.00136121582849886 ,
D006262 ,species ,294671 ,Methanobrevibacter olleyae ,Archaea ,3 ,0.000522833666666667 ,0.000303149 ,0.000398824505286891 ,
D006262 ,species ,294699 ,Anoxybacillus amylolyticus ,Bacteria ,8 ,0.005583157375 ,0.003603695 ,0.00625329467256986 ,
D006262 ,species ,294710 ,Proteiniphilum acetatigenes ,Bacteria ,706 ,0.00934106109773371 ,0.002754755 ,0.0684768513539692 ,
D006262 ,species ,294935 ,Enterovibrio coralii ,Bacteria ,184 ,0.0338085850163043 ,0.001484595 ,0.202879188146679 ,
D006262 ,species ,294936 ,Photobacterium rosenbergii ,Bacteria ,2 ,0.00439291 ,0.00439291 ,0.00333960875900157 ,
D006262 ,species ,295428 ,Flavobacterium cheniae ,Bacteria ,23 ,0.0085813042173913 ,0.0021653 ,0.0261139992322956 ,
D006262 ,species ,296199 ,Vibrio gigantis ,Bacteria ,1 ,0.00230185 ,0.00230185 , ,
D006262 ,species ,296218 ,Roseivirga echinicomitans ,Bacteria ,15 ,0.00244876426666667 ,0.00132954 ,0.00345920670631943 ,
D006262 ,species ,296591 ,Polaromonas sp. JS666 ,Bacteria ,5 ,0.0026557904 ,0.000498115 ,0.00459797892184841 ,
D006262 ,species ,297244 ,Chryseobacterium shigense ,Bacteria ,11 ,0.00147969836363636 ,0.00102188 ,0.00113926125191848 ,
D006262 ,species ,298163 ,Patulibacter minatonensis ,Bacteria ,17 ,0.00798881458823529 ,0.00138529 ,0.0259086744379457 ,
D006262 ,species ,298653 ,Frankia sp. EAN1pec ,Bacteria ,79 ,0.00468588582911392 ,0.00128228 ,0.0125117306665531 ,
D006262 ,species ,298654 ,Frankia sp. EuI1c ,Bacteria ,15 ,0.0025933434 ,0.00210469 ,0.00220085080644177 ,
D006262 ,species ,298794 ,Methylobacterium variabile ,Bacteria ,1 ,4.97157e-05 ,4.97157e-05 , ,
D006262 ,species ,299567 ,Adhaeribacter aquaticus ,Bacteria ,90 ,0.00238178694444444 ,0.0016487 ,0.00391896069815304 ,
D006262 ,species ,299618 ,Nocardia lijiangensis ,Bacteria ,1 ,0.000474019 ,0.000474019 , ,
D006262 ,species ,299641 ,Agrobacterium sp. CCBAU 53010 ,Bacteria ,18 ,0.00148020588888889 ,0.0009935045 ,0.00114905596286404 ,
D006262 ,species ,300028 ,Rhodococcus triatomae ,Bacteria ,5 ,0.0012815922 ,0.000230185 ,0.002279782979564 ,
D006262 ,species ,300029 ,Nocardia elegans ,Bacteria ,2 ,0.00310266 ,0.00310266 ,0.00260526422460372 ,
D006262 ,species ,300179 ,Isoptericola hypogeus ,Bacteria ,2 ,0.000217712 ,0.000217712 ,5.14929300195667e-05 ,
D006262 ,species ,300193 ,Phyllobacterium trifolii ,Bacteria ,1 ,0.00592522 ,0.00592522 , ,
D006262 ,species ,300231 ,Glaciecola nitratireducens ,Bacteria ,19 ,0.00210354005263158 ,0.00178317 ,0.00188864080167621 ,
D006262 ,species ,301301 ,Roseburia hominis ,Bacteria ,9605 ,0.581138390031963 ,0.195938 ,1.0904529883018 ,
D006262 ,species ,301302 ,Roseburia faecis ,Bacteria ,2465 ,0.395393366160649 ,0.113404 ,0.792926927737525 ,
D006262 ,species ,301375 ,Methanosaeta harundinacea ,Archaea ,10 ,0.0021081245 ,0.0003932805 ,0.00325316753065372 ,
D006262 ,species ,301541 ,Leptospira broomii ,Bacteria ,4 ,0.00095176375 ,0.000641472 ,0.000899140747973818 ,
D006262 ,species ,301585 ,Spiroplasma platyhelix ,Bacteria ,164 ,0.0136727849390244 ,0.00170371 ,0.0799677052829118 ,
D006262 ,species ,301953 ,Caldicellulosiruptor acetigenus ,Bacteria ,3 ,0.001401338 ,0.00159614 ,0.000422798974563562 ,
D006262 ,species ,302044 ,Nesterenkonia halophila ,Bacteria ,27 ,0.0243071515185185 ,0.00382907 ,0.0848638455993208 ,
D006262 ,species ,302449 ,Corynebacterium tuscaniense ,Bacteria ,175 ,0.0382228193542857 ,0.00373455 ,0.149816300383156 ,
D006262 ,species ,303240 ,Lactobacillus uvarum ,Bacteria ,60 ,0.00233549981666667 ,0.001360795 ,0.00268734424884745 ,
D006262 ,species ,303241 ,Lactobacillus oeni ,Bacteria ,28 ,0.00364289707142857 ,0.003052865 ,0.00270464028975722 ,
D006262 ,species ,304207 ,Lactobacillus harbinensis ,Bacteria ,173 ,0.00322833482485549 ,0.00217756 ,0.00508863232509848 ,
D006262 ,species ,304268 ,Bacillus alkalitelluris ,Bacteria ,288 ,0.00450110441319444 ,0.00267119 ,0.00874256883193511 ,
D006262 ,species ,304895 ,Catenulispora acidiphila ,Bacteria ,13 ,0.00112951884615385 ,0.00110084 ,0.0011218612436648 ,
D006262 ,species ,304899 ,Actinospica acidiphila ,Bacteria ,12 ,0.00316193075 ,0.0006107755 ,0.00686984445607336 ,
D006262 ,species ,304901 ,Actinospica robiniae ,Bacteria ,46 ,0.00230477754347826 ,0.00156992 ,0.00253960232343804 ,
D006262 ,species ,305719 ,Prevotella baroniae ,Bacteria ,440 ,0.0222481140409091 ,0.003390175 ,0.139683749579374 ,
D006262 ,species ,305793 ,Lactobacillus nantensis ,Bacteria ,23 ,0.639312027695652 ,0.00174871 ,2.99252581052135 ,
D006262 ,species ,305900 ,Endozoicomonas elysicola ,Bacteria ,29 ,0.00346547220689655 ,0.00182129 ,0.00384773304618543 ,
D006262 ,species ,306540 ,Halolactibacillus halophilus ,Bacteria ,18 ,0.0120500306666667 ,0.000654362 ,0.0418276124596559 ,
D006262 ,species ,306541 ,Halolactibacillus miurensis ,Bacteria ,21 ,0.00231908266666667 ,0.00198389 ,0.00153088958018083 ,
D006262 ,species ,306546 ,Marinimicrobium agarilyticum ,Bacteria ,27 ,0.00161401616666667 ,0.000968354 ,0.00179003450791505 ,
D006262 ,species ,307121 ,Micromonospora krabiensis ,Bacteria ,2 ,0.0018145875 ,0.0018145875 ,0.00233556309165745 ,
D006262 ,species ,307124 ,Meiothermus timidus ,Bacteria ,12 ,0.00134314191666667 ,0.001203195 ,0.000456079257650258 ,
D006262 ,species ,307126 ,Lactobacillus apodemi ,Bacteria ,317 ,0.0300089338990536 ,0.00427908 ,0.238960464344928 ,
D006262 ,species ,307480 ,Chryseobacterium vrystaatense ,Bacteria ,24 ,0.00538351341666667 ,0.005134565 ,0.00478874733882502 ,
D006262 ,species ,307486 ,Tepidimonas taiwanensis ,Bacteria ,29 ,0.00723022989655172 ,0.00233035 ,0.0223764582090716 ,
D006262 ,species ,307521 ,Gracilibacillus boraciitolerans ,Bacteria ,3 ,0.00689562666666667 ,0.00621543 ,0.0021941188751372 ,
D006262 ,species ,307643 ,Exiguobacterium profundum ,Bacteria ,55 ,0.00446332547272727 ,0.00167799 ,0.0121989806031881 ,
D006262 ,species ,308111 ,Algoriphagus boritolerans ,Bacteria ,15 ,0.00282821566666667 ,0.00241231 ,0.00199845607926654 ,
D006262 ,species ,308892 ,Bacillus boroniphilus ,Bacteria ,186 ,0.0138587867204301 ,0.00338717 ,0.0591717018990434 ,
D006262 ,species ,308994 ,Dialister propionicifaciens ,Bacteria ,1941 ,0.396918896160227 ,0.0185111 ,1.54372414989978 ,
D006262 ,species ,309120 ,Dialister micraerophilus ,Bacteria ,2528 ,0.173312788630934 ,0.00716281 ,1.02780247761894 ,
D006262 ,species ,309411 ,Gram-negative bacterium CCBAU 25211 ,Bacteria ,4 ,0.0189584125 ,0.01934215 ,0.0079897894893394 ,
D006262 ,species ,309788 ,Lysinibacillus boronitolerans ,Bacteria ,1 ,0.00382907 ,0.00382907 , ,
D006262 ,species ,309797 ,Chrysiogenes arsenatis ,Bacteria ,8 ,0.002688994625 ,0.003264415 ,0.00177423684330772 ,
D006262 ,species ,309805 ,Persephonella marina ,Bacteria ,9 ,0.000876743333333333 ,0.000680647 ,0.000421517519087878 ,
D006262 ,species ,309806 ,Sulfurihydrogenibium azorense ,Bacteria ,19 ,0.00132311115789474 ,0.00104225 ,0.00092407844538463 ,
D006262 ,species ,309868 ,Candidatus Liberibacter americanus ,Bacteria ,18 ,0.00135669627777778 ,0.0007678755 ,0.00126912830893574 ,
D006262 ,species ,309886 ,Deinococcus apachensis ,Bacteria ,50 ,0.002512289254 ,0.00136151 ,0.00326580045410511 ,
D006262 ,species ,309887 ,Deinococcus maricopensis ,Bacteria ,29 ,0.00187263082758621 ,0.00147234 ,0.0014810911521601 ,
D006262 ,species ,309888 ,Deinococcus pimensis ,Bacteria ,2 ,0.000507729 ,0.000507729 ,0.000102210871006953 ,
D006262 ,species ,310297 ,Bacteroides plebeius ,Bacteria ,5037 ,1.73292705109291 ,0.0268817 ,4.9981926937052 ,
D006262 ,species ,310298 ,Bacteroides coprocola ,Bacteria ,6355 ,3.17271949938694 ,0.0889536 ,7.24960176020212 ,
D006262 ,species ,310300 ,Bacteroides pyogenes ,Bacteria ,1200 ,0.03030482447 ,0.0052578 ,0.106060737152469 ,
D006262 ,species ,310400 ,Sphingomonas yunnanensis ,Bacteria ,60 ,0.00284568503333333 ,0.00239885 ,0.00333905679264926 ,
D006262 ,species ,310514 ,Prevotella multisaccharivorax ,Bacteria ,383 ,0.219857212127937 ,0.00317083 ,2.0787612444557 ,
D006262 ,species ,310575 ,Advenella kashmirensis ,Bacteria ,9 ,0.007313895 ,0.00162684 ,0.015040484077112 ,
D006262 ,species ,310767 ,Zoogloea oryzae ,Bacteria ,51 ,0.00506266747058824 ,0.00164943 ,0.0185172731633252 ,
D006262 ,species ,310783 ,Deinococcus deserti ,Bacteria ,42 ,0.00220571908333333 ,0.001030857 ,0.00305650567477067 ,
D006262 ,species ,311208 ,Gaetbulibacter saemankumensis ,Bacteria ,1 ,0.00230824 ,0.00230824 , ,
D006262 ,species ,311230 ,Paraburkholderia terrae ,Bacteria ,25 ,0.0029109488 ,0.00185784 ,0.0020164789386957 ,
D006262 ,species ,311231 ,Paraburkholderia ginsengisoli ,Bacteria ,1 ,0.000158133 ,0.000158133 , ,
D006262 ,species ,311333 ,Chryseobacterium soldanellicola ,Bacteria ,7 ,0.00335235 ,0.00252092 ,0.00487682337559587 ,
D006262 ,species ,311334 ,Chryseobacterium taeanense ,Bacteria ,1 ,0.0272509 ,0.0272509 , ,
D006262 ,species ,311460 ,Anoxybacillus rupiensis ,Bacteria ,4 ,0.0026321575 ,0.00248706 ,0.00155490652467975 ,
D006262 ,species ,312026 ,Paraburkholderia mimosarum ,Bacteria ,22 ,0.00520181804545455 ,0.00302105 ,0.00756221102592012 ,
D006262 ,species ,312277 ,Flavobacterium indicum ,Bacteria ,43 ,0.00238888205813954 ,0.00139619 ,0.004893001915991 ,
D006262 ,species ,312279 ,Emticicia oligotrophica ,Bacteria ,367 ,0.00386153385694823 ,0.00345137 ,0.00472497096521618 ,
D006262 ,species ,312306 ,Pseudomonas entomophila ,Bacteria ,1 ,0.000571645 ,0.000571645 , ,
D006262 ,species ,313007 ,Ureibacillus suwonensis ,Bacteria ,30 ,0.000936674243333333 ,0.0005191835 ,0.00131949741793149 ,
D006262 ,species ,313368 ,Maribius salinus ,Bacteria ,1 ,0.0004316 ,0.0004316 , ,
D006262 ,species ,313439 ,Streptococcus massiliensis ,Bacteria ,5 ,0.021216 ,0.00334 ,0.0360199462798045 ,
D006262 ,species ,313588 ,Croceibacter atlanticus ,Bacteria ,7 ,0.00245434785714286 ,0.00169457 ,0.00228688884886188 ,
D006262 ,species ,313598 ,Polaribacter sp. MED152 ,Bacteria ,6 ,0.129846321833333 ,0.00212198 ,0.313235572448277 ,
D006262 ,species ,313603 ,Maribacter sp. HTCC2170 ,Bacteria ,2 ,0.00131105785 ,0.00131105785 ,0.00178380717532284 ,
D006262 ,species ,313612 ,Lyngbya sp. PCC 8106 ,Bacteria ,13 ,0.00188870426923077 ,0.000937541 ,0.00193566837486918 ,
D006262 ,species ,313627 ,Bacillus sp. NRRL B-14911 ,Bacteria ,1 ,0.00122609 ,0.00122609 , ,
D006262 ,species ,313985 ,Geobacter lovleyi ,Bacteria ,29 ,0.00475959106896552 ,0.00128228 ,0.0138387556744481 ,
D006262 ,species ,314235 ,Phyllobacterium brassicacearum ,Bacteria ,3 ,0.001661057 ,0.00117589 ,0.00144350264371666 ,
D006262 ,species ,314237 ,Phyllobacterium leguminum ,Bacteria ,1 ,0.000255069 ,0.000255069 , ,
D006262 ,species ,314254 ,Oceanicaulis sp. HTCC2633 ,Bacteria ,1 ,0.00102913 ,0.00102913 , ,
D006262 ,species ,314275 ,Alteromonas mediterranea ,Bacteria ,404 ,0.0039880117029703 ,0.002467855 ,0.0066456443237064 ,
D006262 ,species ,314282 ,Psychromonas sp. CNPT3 ,Bacteria ,36 ,0.00978730256944444 ,0.001058785 ,0.0381375553255014 ,
D006262 ,species ,314287 ,gamma proteobacterium HTCC2207 ,Bacteria ,1 ,0.000750486 ,0.000750486 , ,
D006262 ,species ,314319 ,Prolixibacter bellariivorans ,Bacteria ,342 ,0.00391310494356725 ,0.00335261 ,0.00517410423560372 ,
D006262 ,species ,314722 ,Pseudoxanthomonas suwonensis ,Bacteria ,22 ,0.00540521563636364 ,0.001260625 ,0.00922598348016236 ,
D006262 ,species ,315358 ,Spiroplasma eriocheiris ,Bacteria ,89 ,0.0263433176258427 ,0.00292438 ,0.154653505840301 ,
D006262 ,species ,315405 ,Streptococcus gallolyticus ,Bacteria ,464 ,0.034806520875 ,0.00345338 ,0.260429640181656 ,
D006262 ,species ,315478 ,Methylobacterium isbiliense ,Bacteria ,17 ,0.00145781723529412 ,0.000882433 ,0.00167609205289993 ,
D006262 ,species ,316068 ,Leadbetterella byssophila ,Bacteria ,238 ,0.00373328003361345 ,0.00193185 ,0.0107726578979806 ,
D006262 ,species ,316277 ,Syntrophus aciditrophicus ,Bacteria ,146 ,0.00255727356506849 ,0.00113852 ,0.00421951219458065 ,
D006262 ,species ,316278 ,Synechococcus sp. RCC307 ,Bacteria ,11 ,0.0012673945 ,0.000420803 ,0.00129740176700448 ,
D006262 ,species ,316279 ,Synechococcus sp. CC9902 ,Bacteria ,8 ,0.000881763875 ,0.0007215425 ,0.000735326085652275 ,
D006262 ,species ,316335 ,Myceligenerans crystallogenes ,Bacteria ,1 ,0.000347424 ,0.000347424 , ,
D006262 ,species ,317936 ,Nostoc sp. PCC 7107 ,Bacteria ,1 ,0.00454456 ,0.00454456 , ,
D006262 ,species ,318456 ,Photobacterium kishitanii ,Bacteria ,12 ,0.000840505891666667 ,0.0005564115 ,0.000848974921605673 ,
D006262 ,species ,318683 ,Gluconobacter albidus ,Bacteria ,6 ,0.024457658 ,0.012989755 ,0.0311605739397638 ,
